9	9	1	0	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
9	9	1	0	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
9	9	1	0	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
9	9	1	0	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
9	9	1	0	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
9	9	1	0	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
9	9	1	0	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
9	9	1	0	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
9	9	1	0	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
9	9	1	0	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
9	9	1	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	6	9	9	9	9	9	9
9	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	9	9	9	9	9
9	9	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	0	2	9	9	9	9	9	9
9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	1	0	2	9	9	9	9	9	9
9	9	9	9	9	14	10	10	10	10	10	10	10	10	10	10	10	15	9	9	9	1	0	2	9	9	9	9	9	9
9	9	9	9	14	18	22	22	22	22	22	22	22	22	22	22	22	13	9	9	9	1	0	2	9	9	9	9	9	9
9	9	14	10	18	22	22	22	22	22	22	22	22	22	22	22	22	13	9	9	9	1	0	2	9	9	9	9	9	9
9	9	12	22	22	22	22	21	11	11	11	11	11	11	11	20	22	19	15	9	9	1	0	2	9	9	9	9	9	9
9	9	12	22	22	22	21	16	9	9	9	9	9	9	9	12	22	22	13	9	9	1	0	2	9	9	9	9	9	9
9	9	12	22	22	22	13	9	9	9	9	9	9	9	9	17	11	11	16	9	9	1	0	2	9	9	9	9	9	9
9	9	17	11	11	11	16	9	9	9	9	9	9	9	9	9	9	9	9	9	9	1	0	2	9	9	9	9	9	9
9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	1	0	2	9	9	9	9	9	9
9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	1	0	2	9	9	9	9	9	9
9	8	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	0	2	9	9	9	9	9	9
9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	9	9	9	9	9
9	1	0	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	7	9	9	9	9	9	9
9	1	0	0	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
9	1	0	0	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
9	1	0	0	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
9	1	0	0	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
9	1	0	0	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
9	1	0	0	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
																													
																													
																													
