0	0	25	25	25	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0
1	1	25	25	25	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	0	1	0	1	0	1
0	0	25	25	25	25	25	25	25	25	25	25	25	25	25	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0
1	1	25	25	25	25	25	25	25	25	25	25	25	25	25	0	1	0	1	0	1	1	1	1	0	1	0	1	0	1
0	0	25	25	25	25	25	25	25	25	25	25	25	25	25	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0
1	1	25	25	25	25	25	25	8	9	9	9	9	10	25	25	1	0	1	0	1	1	1	1	0	1	0	1	0	1
0	0	25	25	25	25	25	25	11	12	12	12	12	13	25	25	25	1	0	1	0	0	0	0	1	0	1	0	1	0
1	1	25	25	25	25	2	3	14	15	15	15	15	16	2	3	2	3	1	0	1	1	1	1	0	1	0	1	0	1
0	0	25	25	25	25	4	5	17	18	19	18	20	21	4	5	4	5	25	1	0	0	0	0	1	0	1	0	1	0
1	1	25	25	25	25	6	7	22	23	23	23	23	24	6	7	6	7	25	25	1	1	1	1	0	1	0	1	0	1
0	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	1	0	1	0	1	0
1	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	0	1	0	1	0	1
0	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	1	0	1	0	1	0
1	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	0	1	0	1	0	1
0	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	1	0	1	0	1	0
1	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	0	1	0	1	0	1
0	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	1	0	1	0	1	0
1	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	0	1	0	1	0	1
0	25	25	25	25	25	25	25	8	9	9	9	9	10	25	25	25	25	25	25	25	25	25	25	1	0	1	0	1	0
1	25	25	25	25	25	25	25	11	12	12	12	12	13	25	25	25	25	25	25	25	25	25	25	0	1	0	1	0	1
0	25	25	25	25	25	25	25	14	15	15	15	15	16	2	3	2	3	25	25	25	25	25	25	1	0	1	0	1	0
1	0	25	25	25	25	25	25	17	18	19	18	20	21	4	5	4	5	25	25	25	25	25	25	0	1	0	1	0	1
0	1	25	25	25	25	25	25	22	23	23	23	23	24	6	7	6	7	25	25	25	25	25	25	1	0	1	0	1	0
1	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	0	1	0	1	0	1
0	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	1	0	1	0	1	0
1	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	0	1	0	1	0	1
0	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
1	25	25	25	25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1
0	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
1	25	25	25	25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1
0	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
1	25	25	25	25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1
