1	1	1	1	2	0	0	6	7	7	7	8	0	0	0
1	1	1	1	2	0	0	9	10	10	10	11	0	0	0
1	1	1	1	2	0	0	12	13	14	13	15	0	27	0
1	1	1	2	0	0	0	16	17	18	17	19	0	0	0
1	1	1	2	0	0	0	0	0	0	0	0	0	0	0
1	1	1	2	0	0	0	0	0	0	0	0	0	0	0
1	1	1	2	0	0	0	0	0	0	0	0	0	0	0
1	1	1	2	0	0	0	0	0	0	0	0	0	0	0
1	1	1	2	0	26	0	0	0	0	0	0	0	0	0
1	1	1	2	0	0	0	0	0	0	0	0	0	26	0
1	1	1	2	0	0	0	0	0	0	27	0	0	0	0
1	1	1	2	0	0	0	0	0	0	0	0	0	0	0
1	1	1	1	2	0	0	0	0	0	0	0	0	0	0
1	1	1	1	2	0	0	0	0	0	0	0	0	0	0
1	1	1	1	2	0	0	0	0	0	0	0	0	27	0
1	1	1	1	1	2	0	0	0	26	0	0	0	0	0
1	1	1	1	1	2	0	0	0	0	0	0	0	0	0
1	1	1	1	1	2	0	0	0	0	0	0	0	0	0
1	1	1	1	1	2	0	0	0	0	0	0	0	0	0
1	1	1	1	1	2	0	0	0	0	0	0	0	0	0
1	1	1	1	2	26	0	0	0	0	0	0	0	26	0
1	1	1	1	2	0	0	0	0	0	0	0	0	0	0
1	1	1	1	2	0	0	0	0	0	0	0	0	0	0
1	1	1	1	2	0	0	27	0	3	4	4	4	5	0
1	1	1	1	2	0	0	0	0	6	7	7	7	8	0
1	1	1	2	0	0	0	0	0	9	10	10	10	11	0
1	1	1	2	0	0	0	0	0	12	13	14	13	15	0
1	1	1	2	0	0	0	0	0	16	17	18	17	19	0
1	1	1	2	20	21	22	0	0	0	0	0	0	0	0
1	1	1	2	23	24	25	0	0	0	0	0	0	0	0
